Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 20_level_0,Team,Unnamed: 3_level_0
Player,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,MP
Jasir Asani,"MF,FW",28.0,8.0,8,562.0,6.2,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,0.48,0.32,0.8,0.48,0.8,Matches,al Albania,
Berat Djimsiti,DF,30.0,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,al Albania,
Elseid Hysaj,DF,29.0,7.0,7,630.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,al Albania,
Mario Mitaj,DF,20.0,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,al Albania,
Ylber Ramadani,MF,27.0,7.0,7,630.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.29,Matches,al Albania,
Kristjan Asllani,MF,21.0,8.0,7,593.0,6.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.15,0.15,0.3,0.15,0.3,Matches,al Albania,
Nedim Bajrami,MF,24.0,8.0,7,574.0,6.4,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.47,0.16,0.63,0.47,0.63,Matches,al Albania,
Sokol Cikalleshi,FW,33.0,8.0,7,494.0,5.5,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.18,0.18,0.36,0.0,0.18,Matches,al Albania,
Ardian Ismajli,DF,27.0,6.0,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,al Albania,
Etrit Berisha,GK,34.0,5.0,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,al Albania,
Taulant Seferi,"MF,FW",27.0,7.0,4,393.0,4.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.46,0.0,0.46,0.46,0.46,Matches,al Albania,
Myrto Uzuni,"MF,FW",28.0,6.0,4,329.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,Matches,al Albania,
Thomas Strakosha,GK,28.0,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,al Albania,
Iván Balliu,DF,32.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,al Albania,
Keidi Bare,MF,26.0,5.0,2,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,al Albania,
Mirlind Daku,FW,26.0,5.0,1,187.0,2.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.48,0.48,0.96,0.48,0.96,Matches,al Albania,
Klaus Gjasula,MF,34.0,5.0,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,al Albania,
Arlind Ajeti,DF,30.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,al Albania,
Marash Kumbulla,DF,23.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,al Albania,
Enea Mihaj,DF,25.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,al Albania,
Arbnor Muja,"FW,MF",25.0,4.0,0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,al Albania,
Anis Mehmeti,MF,23.0,3.0,0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,al Albania,
Ernest Muçi,"FW,MF",22.0,4.0,0,60.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,1.5,1.5,Matches,al Albania,
Qazim Laçi,MF,28.0,2.0,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,al Albania,
Arbnor Mucolli,"FW,MF",24.0,1.0,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,al Albania,
Armando Sadiku,FW,32.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,al Albania,
Freddie Veseli,DF,31.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,Matches,al Albania,
Amir Abrashi,MF,33.0,0.0,0,,,,,,,,,,,,,,,,Matches,al Albania,
Naser Aliji,"DF,MF",30.0,0.0,0,,,,,,,,,,,,,,,,Matches,al Albania,
Andi Hadroj,DF,24.0,0.0,0,,,,,,,,,,,,,,,,Matches,al Albania,
Elhan Kastrati,GK,26.0,0.0,0,,,,,,,,,,,,,,,,Matches,al Albania,
Ermir Lenjani,"DF,FW",34.0,0.0,0,,,,,,,,,,,,,,,,Matches,al Albania,
Jon Mersinaj,DF,24.0,0.0,0,,,,,,,,,,,,,,,,Matches,al Albania,
Odise Roshi,MF,32.0,0.0,0,,,,,,,,,,,,,,,,Matches,al Albania,
Lindon Selahi,MF,24.0,0.0,0,,,,,,,,,,,,,,,,Matches,al Albania,
Squad Total,,27.8,8.0,88,720.0,8.0,12.0,10.0,22.0,11.0,1.0,2.0,17.0,0.0,1.5,1.25,2.75,1.37,2.62,,al Albania,
Opponent Total,,28.3,8.0,88,720.0,8.0,4.0,3.0,7.0,4.0,0.0,0.0,22.0,1.0,0.5,0.37,0.87,0.5,0.87,,al Albania,
Nicolas Seiwald,"MF,DF",22.0,8.0,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Philipp Lienhart,DF,27.0,6.0,6,540.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,at Austria,
Alexander Schlager,GK,27.0,6.0,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Christoph Baumgartner,"MF,FW",24.0,7.0,6,530.0,5.9,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,0.51,0.34,0.85,0.51,0.85,Matches,at Austria,
Xaver Schlager,MF,26.0,6.0,6,497.0,5.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,at Austria,
Konrad Laimer,"MF,FW",26.0,6.0,6,491.0,5.5,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.37,0.0,0.37,0.37,0.37,Matches,at Austria,
Michael Gregoritsch,FW,29.0,6.0,6,478.0,5.3,3.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.56,0.0,0.56,0.56,0.56,Matches,at Austria,
Stefan Posch,DF,26.0,6.0,5,453.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4,0.4,0.0,0.4,Matches,at Austria,
Maximilian Wöber,DF,25.0,7.0,5,392.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Patrick Wimmer,MF,22.0,7.0,5,386.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
David Alaba,DF,31.0,5.0,4,405.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,at Austria,
Phillipp Mwene,DF,30.0,5.0,4,386.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Marcel Sabitzer,"MF,FW",29.0,7.0,3,371.0,4.1,4.0,2.0,6.0,2.0,2.0,2.0,1.0,0.0,0.97,0.49,1.46,0.49,0.97,Matches,at Austria,
Kevin Danso,DF,25.0,3.0,3,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Marko Arnautović,FW,34.0,4.0,2,220.0,2.4,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.82,0.0,0.82,0.41,0.41,Matches,at Austria,
Florian Grillitsch,MF,28.0,4.0,2,204.0,2.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.88,0.88,0.0,0.88,Matches,at Austria,
Heinz Lindner,GK,33.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Sasa Kalajdzic,FW,26.0,3.0,1,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Florian Kainz,MF,31.0,5.0,1,131.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.69,0.0,0.69,0.69,0.69,Matches,at Austria,
Junior Adamu,FW,22.0,3.0,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Romano Schmid,MF,24.0,3.0,1,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Gernot Trauner,DF,31.0,1.0,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Dejan Ljubicic,MF,26.0,4.0,1,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Alexander Prass,DF,22.0,2.0,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Manprit Sarkaria,FW,27.0,1.0,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Flavius Daniliuc,DF,22.0,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Samson Baidoo,DF,19.0,1.0,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Muhammed Cham,MF,23.0,1.0,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Karim Onisiwo,"FW,MF",31.0,3.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Matthias Seidl,MF,23.0,2.0,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Andreas Ulmer,DF,38.0,1.0,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Guido Burgstaller,"FW,MF",34.0,1.0,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,at Austria,
Jonas Auer,DF,23.0,0.0,0,,,,,,,,,,,,,,,,Matches,at Austria,
Daniel Bachmann,GK,29.0,0.0,0,,,,,,,,,,,,,,,,Matches,at Austria,
Maximilian Entrup,FW,26.0,0.0,0,,,,,,,,,,,,,,,,Matches,at Austria,
Marco Grüll,"FW,MF",25.0,0.0,0,,,,,,,,,,,,,,,,Matches,at Austria,
Niklas Hedl,GK,22.0,0.0,0,,,,,,,,,,,,,,,,Matches,at Austria,
Tobias Lawal,GK,23.0,0.0,0,,,,,,,,,,,,,,,,Matches,at Austria,
Patrick Pentz,GK,27.0,0.0,0,,,,,,,,,,,,,,,,Matches,at Austria,
David Schnegg,DF,25.0,0.0,0,,,,,,,,,,,,,,,,Matches,at Austria,
Andreas Weimann,"FW,MF",32.0,0.0,0,,,,,,,,,,,,,,,,Matches,at Austria,
Squad Total,,27.2,8.0,88,720.0,8.0,16.0,10.0,26.0,13.0,3.0,4.0,15.0,1.0,2.0,1.25,3.25,1.62,2.87,,at Austria,
Opponent Total,,27.7,8.0,88,720.0,8.0,7.0,7.0,14.0,7.0,0.0,0.0,20.0,1.0,0.87,0.87,1.75,0.87,1.75,,at Austria,
Wout Faes,DF,25.0,,8,720.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,be Belgium,8.0
Timothy Castagne,"DF,MF",28.0,,8,695.0,7.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches,be Belgium,8.0
Arthur Theate,DF,23.0,,8,681.0,7.6,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches,be Belgium,8.0
Romelu Lukaku,FW,30.0,,8,592.0,6.6,14.0,1.0,15.0,13.0,1.0,1.0,2.0,0.0,2.13,0.15,2.28,1.98,2.13,Matches,be Belgium,8.0
Jan Vertonghen,DF,36.0,,7,583.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,be Belgium,7.0
Yannick Carrasco,"MF,FW",30.0,,6,562.0,6.2,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.16,0.48,0.64,0.16,0.64,Matches,be Belgium,8.0
Orel Mangala,MF,25.0,,5,497.0,5.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36,0.36,0.0,0.36,Matches,be Belgium,8.0
Jeremy Doku,"FW,MF",21.0,,4,409.0,4.5,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.88,0.88,0.0,0.88,Matches,be Belgium,6.0
Youri Tielemans,MF,26.0,,4,407.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,6.0
Johan Bakayoko,"FW,MF",20.0,,4,372.0,4.1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.24,0.48,0.73,0.24,0.73,Matches,be Belgium,7.0
Amadou Onana,MF,22.0,,4,347.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,4.0
Leandro Trossard,"MF,FW",29.0,,4,293.0,3.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61,Matches,be Belgium,4.0
Koen Casteels,GK,31.0,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,3.0
Matz Sels,GK,31.0,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,3.0
Dodi Lukebakio,"MF,FW",26.0,,3,241.0,2.7,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.75,1.12,1.87,0.75,1.87,Matches,be Belgium,5.0
Thibaut Courtois,GK,31.0,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,2.0
Aster Vranckx,MF,21.0,,2,116.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.78,0.78,0.0,0.78,Matches,be Belgium,3.0
Loïs Openda,MF,23.0,,1,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,6.0
Charles De Ketelaere,FW,22.0,,1,115.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.78,0.0,0.78,0.78,0.78,Matches,be Belgium,2.0
Kevin De Bruyne,MF,32.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,1.0
Leander Dendoncker,DF,28.0,,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,1.0
Mike Trésor,FW,24.0,,1,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,2.0
Michy Batshuayi,FW,30.0,,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,2.0
Ameen Al-Dakhil,DF,21.0,,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,3.0
Alexis Saelemaekers,"DF,FW",24.0,,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,2.0
Hugo Siquet,"DF,MF",21.0,,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,1.0
Zeno Debast,DF,20.0,,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,1.0
Sebastiaan Bornauw,DF,24.0,,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,1.0
Arthur Vermeeren,MF,18.0,,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,1.0
Olivier Deman,"DF,FW",23.0,,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,1.0
Mandela Keita,MF,21.0,,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,be Belgium,1.0
Arnaud Bodart,GK,25.0,,0,,,,,,,,,,,,,,,,Matches,be Belgium,0.0
Thomas Kaminski,GK,31.0,,0,,,,,,,,,,,,,,,,Matches,be Belgium,0.0
Roméo Lavia,MF,20.0,,0,,,,,,,,,,,,,,,,Matches,be Belgium,0.0
Thomas Meunier,"DF,MF",32.0,,0,,,,,,,,,,,,,,,,Matches,be Belgium,0.0
Dennis Praet,MF,29.0,,0,,,,,,,,,,,,,,,,Matches,be Belgium,0.0
Hans Vanaken,"FW,MF",31.0,,0,,,,,,,,,,,,,,,,Matches,be Belgium,0.0
Zinho Vanheusden,DF,24.0,,0,,,,,,,,,,,,,,,,Matches,be Belgium,0.0
Squad Total,,27.4,,88,720.0,8.0,22.0,21.0,43.0,21.0,1.0,1.0,13.0,1.0,2.75,2.62,5.37,2.62,5.25,,be Belgium,8.0
Opponent Total,,27.6,,88,720.0,8.0,3.0,0.0,3.0,2.0,1.0,1.0,21.0,1.0,0.37,0.0,0.37,0.25,0.25,,be Belgium,8.0
Manuel Akanji,DF,28.0,10.0,10,891.0,9.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,ch Switzerland,
Granit Xhaka,MF,31.0,10.0,10,875.0,9.7,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.21,0.21,0.41,0.21,0.41,Matches,ch Switzerland,
Ricardo Rodríguez,DF,31.0,9.0,9,786.0,8.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,ch Switzerland,
Remo Freuler,MF,31.0,10.0,9,760.0,8.4,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.24,0.24,0.47,0.24,0.47,Matches,ch Switzerland,
Ruben Vargas,"FW,MF",25.0,9.0,9,653.0,7.3,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.41,0.28,0.69,0.41,0.69,Matches,ch Switzerland,
Nico Elvedi,DF,27.0,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Yann Sommer,GK,35.0,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Denis Zakaria,MF,27.0,7.0,7,580.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches,ch Switzerland,
Xherdan Shaqiri,"FW,MF",32.0,7.0,7,557.0,6.2,2.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,0.32,0.48,0.81,0.16,0.65,Matches,ch Switzerland,
Zeki Amdouni,"FW,MF",23.0,10.0,6,488.0,5.4,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1.11,0.0,1.11,1.11,1.11,Matches,ch Switzerland,
Edimilson Fernandes,DF,27.0,5.0,4,364.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.49,0.49,0.0,0.49,Matches,ch Switzerland,
Cedric Itten,FW,27.0,5.0,4,294.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.31,0.0,0.31,0.31,0.31,Matches,ch Switzerland,
Renato Steffen,MF,32.0,9.0,3,336.0,3.7,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.8,0.0,0.8,0.8,0.8,Matches,ch Switzerland,
Noah Okafor,FW,23.0,7.0,3,274.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,Matches,ch Switzerland,
Fabian Schär,DF,32.0,3.0,2,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Yvon Mvogo,GK,29.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Silvan Widmer,DF,30.0,2.0,2,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,Matches,ch Switzerland,
Ulisses Garcia,DF,28.0,3.0,2,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Dan Ndoye,MF,23.0,6.0,1,199.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.45,Matches,ch Switzerland,
Djibril Sow,MF,26.0,5.0,1,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Michel Aebischer,MF,27.0,3.0,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Cedric Zesiger,DF,25.0,2.0,1,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Gregor Kobel,GK,26.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Jordan Lotomba,DF,25.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Eray Cömert,DF,25.0,2.0,1,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Andi Zeqiri,FW,24.0,4.0,0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Christian Fassnacht,"FW,MF",30.0,2.0,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Fabian Rieder,"FW,MF",21.0,2.0,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Filip Ugrinic,MF,25.0,2.0,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Haris Seferović,FW,31.0,1.0,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Steven Zuber,"DF,FW",32.0,1.0,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Uran Bislimi,MF,24.0,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ch Switzerland,
Loris Benito,DF,32.0,0.0,0,,,,,,,,,,,,,,,,Matches,ch Switzerland,
Jérémy Frick,GK,30.0,0.0,0,,,,,,,,,,,,,,,,Matches,ch Switzerland,
Ardon Jashari,MF,21.0,0.0,0,,,,,,,,,,,,,,,,Matches,ch Switzerland,
Michael Lang,"DF,MF",32.0,0.0,0,,,,,,,,,,,,,,,,Matches,ch Switzerland,
Jonas Omlin,GK,30.0,0.0,0,,,,,,,,,,,,,,,,Matches,ch Switzerland,
Anthony Racioppi,GK,25.0,0.0,0,,,,,,,,,,,,,,,,Matches,ch Switzerland,
Dominik Schmid,"DF,MF",25.0,0.0,0,,,,,,,,,,,,,,,,Matches,ch Switzerland,
Squad Total,,29.0,10.0,110,900.0,10.0,21.0,15.0,36.0,20.0,1.0,1.0,19.0,1.0,2.1,1.5,3.6,2.0,3.5,,ch Switzerland,
Opponent Total,,27.3,10.0,110,900.0,10.0,11.0,9.0,20.0,11.0,0.0,0.0,28.0,0.0,1.1,0.9,2.0,1.1,2.0,,ch Switzerland,
